superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,hauteurSs
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Excellent,1Story,11,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,2,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,118860.36288,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,0,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",43,43,< 200,2-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1001-1500 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Ex,WdShing,Wd Shng,Pas de clôture,Bon,2,Fondation Béton,2,Typique,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,200-250 m2,0,Chauffage air pulsé,Excellent,2Story,12,1,Qualité cusine excellente,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,60,RL,200-400 m2,Stone,Non défini,Pas d elements divers,7,NridgHt,< 5 m2,3,5,Pavée,Pas de piscine,Non défini,CompShg,Hip,Maison pas terminée,316655.0208,Vente Nouvelle construction,Pas de solarium,Pave,10,100-150 m2,AllPub,10-20 m2,2005 et plus,2005-2010,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",0,1,300-400,7-2006,Oui,Non,Non,Non,4.0,Hauteur sous-sol > 2.5 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,Plywood,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,13,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,IR2,0 m2,20,RL,0,None,Non défini,Pas d elements divers,9,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,132169.05216,Vente Garantie Conventionnelle,101-200 m2,Pave,4,75-100 m2,AllPub,10-20 m2,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",46,46,< 200,9-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,1Story,14,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,20,RL,200-400 m2,Stone,Non défini,Pas d elements divers,8,CollgCr,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Maison pas terminée,256536.45888,Vente Nouvelle construction,Pas de solarium,Pave,7,100-150 m2,AllPub,10-20 m2,2005 et plus,2005-2010,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",0,1,200-300,8-2007,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,Non fini,1.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,101-200 m2,TA,TA,MetalSd,MetalSd,Bois de bonne qualité,Médiocre,1,Fondation Ciment,1,Typique,30-40 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,1,Chauffage air pulsé,Moyen/Typique,1Story,15,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Entre 21 et 30 m,IR1,0 m2,20,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,5,NAmes,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,144100.98048,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,100-150 m2,AllPub,0,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",48,48,200-300,5-2008,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à fusibles,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Bonne intimité,Qualité inconnue,0,Fondation Brique,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,75-100 m2,0,Chauffage air pulsé,Excellent,1.5Unf,16,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 11 et 20 m,Reg,0 m2,45,RM,0,None,Non défini,Pas d elements divers,7,BrkSide,> 5 m2,4,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,121154.96448,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,< 10 m2,1925-1950,2000-2005,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",6,78,< 200,7-2007,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,75-100 m2,0,Chauffage air pulsé,Excellent,1Story,17,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,CulDSac,Entre 21 et 30 m,IR1,0 m2,20,RL,< 200 m2,BrkFace,Remise,< 1000,3,NAmes,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,136758.25536,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,0,1970-1980,1970-1980,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",40,40,< 200,3-2010,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,Duplex,Pas de sous-sol,Aucun sous-sol,0,0,Aucun sous-sol,Aucun sous-sol,0.0,0.0,0,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Autre,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Autre type garage,1960-1969,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,18,2,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,90,RL,0,None,Remise,< 1000,10,Sawyer,0,3,2,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,82605.6576,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,0,AllPub,0,1960-1970,1960-1970,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",39,39,< 200,10-2006,Oui,Non,Non,Non,2.0,Pas de sous-sol
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,RRAe,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,100-150 m2,1,Chauffage air pulsé,Excellent,1Story,19,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,6,SawyerW,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,145936.66176,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,0,2000-2005,2000-2005,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.70556572827466,-91.4093598448185,"40.705565728274664, -91.4093598448185",4,4,200-300,6-2008,Oui,Non,Oui,Non,2.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Faible qualité,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,BrkFace,Plywood,Intimité minimale,Qualité inconnue,0,Fondation Ciment,1,Déductions mineures,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,20,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,5,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,"Echange, saisie, vente rapide",127579.84896,Succession,Pas de solarium,Pave,6,75-100 m2,AllPub,0,1950-1960,1960-1970,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",44,51,200-300,5-2009,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1001-1500 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,2,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage encastré,2000-2009,200-250 m2,1,Chauffage air pulsé,Excellent,2Story,21,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Plus de 31 m,IR1,0 m2,60,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,11,NridgHt,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Maison pas terminée,298573.560192,Vente Nouvelle construction,Pas de solarium,Pave,9,100-150 m2,AllPub,> 20 m2,2005 et plus,2005-2010,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",0,1,300-400,11-2006,Oui,Non,Non,Non,3.5,Hauteur sous-sol > 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Grvl,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à fusibles,201-300 m2,TA,TA,Wd Sdng,Wd Sdng,Bonne intimité,Bon,1,Fondation Béton,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Excellent,1.5Unf,22,1,Qualité cusine bonne,Bnk,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,45,RM,0,None,Non défini,Pas d elements divers,6,IDOTRR,0,4,4,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gable,Vente normale,127946.985216,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,AllPub,0,1925-1950,1950-1960,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",57,77,< 200,6-2007,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,1Story,23,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,9,CollgCr,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,211103.3472,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,> 150 m2,AllPub,10-20 m2,2000-2005,2000-2005,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",6,6,300-400,9-2008,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,TwnhsE,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,CemntBd,CmentBd,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,24,1,Qualité cusine bonne,Lvl,Gtl,Entre 201 et 500 m2,Inside,Entre 11 et 20 m,Reg,0 m2,120,RM,0,None,Non défini,Pas d elements divers,6,MeadowV,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,119227.499136,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,< 10 m2,1970-1980,1970-1980,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,41.354190940836986,-93.58808611483391,"41.354190940836986, -93.58808611483393",31,31,< 200,6-2007,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition minimale,< 500 m2,500-1000 m2,Salle de récréation moyenne,Quartiers de vie moyenne,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,Gd,TA,Plywood,Plywood,Intimité minimale,Moyenne,1,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Excellent,1Story,25,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,20,RL,0,None,Non défini,Pas d elements divers,5,Sawyer,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,141347.45856,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,AllPub,> 20 m2,1960-1970,2000-2005,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",9,42,< 200,5-2010,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,1,Typique,> 80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,1Story,26,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Plus de 31 m,Reg,0 m2,20,RL,600-800 m2,Stone,Non défini,Pas d elements divers,7,NridgHt,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,235242.556032,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,100-150 m2,AllPub,0,2005 et plus,2005-2010,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",2,2,200-300,7-2009,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition minimale,< 500 m2,< 500 m2,Quartiers de vie sous la moyenne,Salle de récréation moyenne,0.0,1.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,27,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 11 et 20 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,5,NAmes,< 5 m2,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,123724.918272,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,> 20 m2,1950-1960,2000-2005,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",10,59,< 200,5-2010,Oui,Non,Non,Non,1.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,1Story,28,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,200-400 m2,Stone,Non défini,Pas d elements divers,5,NridgHt,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,280859.23584,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,> 150 m2,AllPub,0,2005 et plus,2005-2010,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",2,3,300-400,5-2010,Oui,Non,Non,Non,3.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Quartiers de vie sous la moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,MetalSd,MetalSd,Pas de clôture,Bon,2,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,29,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,CulDSac,Entre 11 et 20 m,IR1,0 m2,20,RL,0,None,Non défini,Pas d elements divers,12,NAmes,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,190451.9328,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,> 20 m2,1950-1960,1995-2000,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",9,49,200-300,12-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,1,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Non,Feedr,RRNn,Boîte à disjoncteurs,1-100 m2,TA,TA,MetalSd,MetalSd,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Faible,Détaché de la maison,Avant 1950,< 50 m2,0,Chauffage air pulsé,Mauvais,1Story,30,1,Qualité cusine médiocre,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,IR1,0 m2,30,RM,0,None,Non défini,Pas d elements divers,5,BrkSide,0,3,2,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,62872.08384,Vente Garantie Conventionnelle,Pas de solarium,Pave,4,25-50 m2,AllPub,< 10 m2,1925-1950,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",58,81,< 200,5-2008,Non,Oui,Oui,Non,1.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Pave,3,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Non,Feedr,Norm,Boîte à disjoncteurs,101-200 m2,Fa,TA,BrkFace,BrkFace,Intimité minimale,Qualité inconnue,0,Fondation Brique,1,Typique,20-30 m2,1.0,Condition garage autre,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,2Story,31,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,70,C (all),0,None,Non défini,Pas d elements divers,7,IDOTRR,> 5 m2,2,2,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gambrel,Vente normale,36713.6256,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,AllPub,0,1900-1925,1950-1960,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",58,88,< 200,7-2008,Oui,Oui,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
